YEAR,SEASON_REF,SEASON,PROJECT_CODE,PROJECT,TRIP_NO,ADFG_NO,VESSEL_NAME,SAMPLE_DATE,START_DATE,END_DATE,TICKET_NO,I_REGISTRATION_AREA_CODE,I_FISHERY_CODE,I_FISHERY,DISTRICT,SUB_DISTRICT,SPECIMEN_NO,SPECIES_CODE,SPECIES,I_SPECIES_CLASS_CODE,I_SPECIES_CLASS,SEX_CODE,SEX,RECRUIT_STATUS,WIDTH_MILLIMETERS,LENGTH_MILLIMETERS,CHELA_HEIGHT_MILLIMETERS,WEIGHT_GRAMS,SHELL_CONDITION_CODE,SHELL_CONDITION,LEG_CONDITION_CODE,LEG_CONDITION,PARASITE_CODE,PARASITE,BLACKMAT_CODE,BLACKMAT,DURO_READING_1,DURO_READING_2,DURO_READING_3,COMMENTS
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,42,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,160,,,3,New,3,Two or more legs/claws missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,43,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,169,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,44,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,167,,,3,New,3,Two or more legs/claws missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,45,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,168,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,46,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,160,,,4,Old,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,47,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,157,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,48,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,164,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,49,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,165,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5003,36226,MARATHON,2/23/2012,2/20/2012,2/22/2012,3000080,A,503,East Central GKC,110,16,50,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,161,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,1,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,155,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,2,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,160,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,3,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,4,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,5,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,6,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,153,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,7,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,164,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,8,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,174,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,9,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,161,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,10,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,160,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,11,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,12,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,164,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,13,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,168,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,14,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,171,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,15,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,174,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,16,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,182,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,17,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,163,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,18,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,19,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,163,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,20,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,157,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,21,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,22,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,160,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,23,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,165,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,24,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,176,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,25,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,166,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,26,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,161,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,27,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,161,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,28,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,170,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,29,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,168,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,30,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,182,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,31,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,177,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,32,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,167,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,33,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,34,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,175,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,35,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,175,,,4,Old,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,36,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,170,,,3,New,3,Two or more legs/claws missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,37,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,187,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,38,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,176,,,2,Light,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,39,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,155,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,40,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,168,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,41,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,177,,,3,New,3,Two or more legs/claws missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,42,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,160,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,43,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,173,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,44,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,159,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,45,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,167,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,46,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,165,,,4,Old,1,Normal,1,None present,,,,,,soft
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,47,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,174,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,48,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,167,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,49,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,167,,,4,Old,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5004,54766,SARA DAWN,2/23/2012,2/22/2012,2/22/2012,3000092,A,503,East Central GKC,109,50,50,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,160,,,3,New,2,One leg or claw missing or regenerated,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,1,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,185,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,2,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,164,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,3,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,179,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,4,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,171,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,5,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,6,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,172,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,7,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,174,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,8,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,175,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,9,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,174,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,10,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,177,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,11,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,169,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,12,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,185,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,13,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,179,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,14,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,176,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,15,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,181,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,16,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,173,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,17,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,184,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,18,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,165,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,19,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,174,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,20,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,185,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,21,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,185,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,22,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,171,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,23,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,177,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,24,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,180,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,25,923,Golden king crab,CF,Golden King Crab,1,Male,PR2,,182,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,26,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,178,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,27,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,167,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,28,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,176,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,29,923,Golden king crab,CF,Golden King Crab,1,Male,PR1,,171,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,30,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,165,,,3,New,1,Normal,1,None present,,,,,,
2012,12-Nov,Oct2011 - Sep12,5,Commercial Golden King Crab Trip,5005,18755,SYMPHONY,2/24/2012,2/16/2012,2/22/2012,3000093,A,503,East Central GKC,110,,31,923,Golden king crab,CF,Golden King Crab,1,Male,Recruit,,161,,,3,New,1,Normal,1,None present,,,,,,
